Mês/Ano,Sexo,Faixa etária,Cor/raça,Escolaridade,Ocupação,Renda familiar (SM),Bairro,Zona,Saúde,Segurança Pública,Conservação Urbana e Patrimonial,Educação,Preservação ambiental,Assistência Social,Transportes,Saneamento básico,Fator de maior preocupação
10/2024,Feminino,50-59,Parda,Médio completo,Empregado c/ carteira,3–5 SM,Leblon,Zona Sul,Bom,Péssimo,Bom,Regular,Regular,Regular,Péssimo,Bom,questões climáticas
10/2024,Feminino,16-24,Parda,Médio completo,Empregado c/ carteira,2–3 SM,Lagoa,Zona Sul,Regular,Bom,Regular,Ruim,Péssimo,Regular,Bom,Péssimo,crime e violência
10/2024,Feminino,30-39,Parda,Superior completo,Estudante,3–5 SM,Brás De Pina,Zona Norte,Bom,Regular,Ruim,Regular,Bom,Ruim,Regular,Bom,rede de transportes
10/2024,Feminino,30-39,Branca,Sem instrução,Aposentado,1–2 SM,Abolição,Zona Norte,Ruim,Bom,Ruim,Péssimo,Bom,Bom,Ruim,Péssimo,desemprego
10/2024,Feminino,50-59,Preta,Fundamental incompleto,Servidor público,5–10 SM,Cocotá,Zona Norte,Regular,Ótimo,Bom,Ruim,Regular,Péssimo,Péssimo,Regular,corrupção
10/2024,Masculino,40-49,Parda,Médio completo,Desempregado,2–3 SM,Deodoro,Zona Oeste,Regular,Regular,Regular,Péssimo,Regular,Regular,Bom,Ruim,inflação
10/2024,Feminino,16-24,Branca,Médio incompleto,Empregado c/ carteira,5–10 SM,Pedra De Guaratiba,Zona Oeste,Regular,Bom,Bom,Péssimo,Regular,Regular,Péssimo,Ruim,educação
10/2024,Masculino,60+,Preta,Sem instrução,Empregado c/ carteira,2–3 SM,Campo Dos Afonsos,Zona Oeste,Ótimo,Bom,Ruim,Bom,Ruim,Ótimo,Regular,Regular,pobreza e desigualdade
10/2024,Feminino,40-49,Branca,Superior completo,Empregado c/ carteira,1–2 SM,Laranjeiras,Zona Sul,Regular,Regular,Bom,Ruim,Regular,Ruim,Ruim,Regular,questões climáticas
10/2024,Masculino,50-59,Parda,Fundamental incompleto,Empregado c/ carteira,5–10 SM,Vidigal,Zona Sul,Regular,Regular,Regular,Bom,Ótimo,Ótimo,Péssimo,Regular,desemprego
10/2024,Feminino,40-49,Branca,Médio completo,Autônomo,2–3 SM,Sepetiba,Zona Oeste,Ruim,Ruim,Ruim,Ótimo,Regular,Ruim,Bom,Ruim,educação
10/2024,Masculino,50-59,Amarela,Médio completo,Aposentado,2–3 SM,Acari,Zona Norte,Ruim,Bom,Ruim,Bom,Regular,Péssimo,Regular,Regular,saúde
10/2024,Feminino,60+,Parda,Pós-graduação,Estudante,Até 1 SM,Humaitá,Zona Sul,Péssimo,Ruim,Péssimo,Péssimo,Ruim,Ruim,Bom,Regular,rede de transportes
10/2024,Feminino,60+,Branca,Fundamental incompleto,Empregado c/ carteira,2–3 SM,Centro,Centro,Péssimo,Bom,Péssimo,Regular,Regular,Bom,Regular,Regular,questões climáticas
10/2024,Masculino,60+,Branca,Superior completo,Empregado c/ carteira,1–2 SM,Leblon,Zona Sul,Ruim,Regular,Regular,Regular,Regular,Regular,Regular,Bom,crime e violência
10/2024,Feminino,30-39,Parda,Médio completo,Autônomo,Mais de 10 SM,Urca,Zona Sul,Ótimo,Regular,Regular,Bom,Regular,Regular,Ótimo,Bom,rede de transportes
10/2024,Masculino,60+,Branca,Superior completo,Autônomo,Mais de 10 SM,Costa Barros,Zona Norte,Péssimo,Bom,Regular,Regular,Bom,Regular,Bom,Regular,saúde
10/2024,Masculino,50-59,Parda,Superior completo,Empregado c/ carteira,1–2 SM,Magalhães Bastos,Zona Oeste,Regular,Regular,Bom,Regular,Ruim,Bom,Ruim,Bom,saúde
10/2024,Masculino,40-49,Parda,Médio completo,Empregado c/ carteira,1–2 SM,Pilares,Zona Norte,Péssimo,Regular,Péssimo,Ruim,Regular,Regular,Ruim,Bom,crime e violência
10/2024,Masculino,40-49,Branca,Pós-graduação,Empregado c/ carteira,1–2 SM,Paciência,Zona Oeste,Regular,Bom,Regular,Regular,Regular,Regular,Regular,Bom,crime e violência
10/2024,Feminino,30-39,Branca,Superior incompleto,Empregado c/ carteira,Até 1 SM,Padre Miguel,Zona Oeste,Regular,Regular,Regular,Regular,Ruim,Ruim,Regular,Regular,inflação
10/2024,Masculino,40-49,Parda,Médio incompleto,Autônomo,1–2 SM,Barros Filho,Zona Norte,Ruim,Ótimo,Regular,Ruim,Ruim,Bom,Bom,Regular,inflação
10/2024,Feminino,25-29,Parda,Médio completo,Autônomo,5–10 SM,Humaitá,Zona Sul,Ruim,Regular,Ruim,Péssimo,Regular,Ruim,Péssimo,Regular,saúde
10/2024,Masculino,50-59,Branca,Médio completo,Empregado c/ carteira,3–5 SM,Botafogo,Zona Sul,Bom,Bom,Regular,Ótimo,Bom,Bom,Ruim,Bom,corrupção
10/2024,Masculino,40-49,Branca,Médio completo,Estudante,2–3 SM,Caju,Centro,Regular,Regular,Ruim,Regular,Bom,Péssimo,Péssimo,Regular,pobreza e desigualdade
10/2024,Masculino,40-49,Branca,Superior completo,Desempregado,3–5 SM,Recreio Dos Bandeirantes,Zona Oeste,Regular,Ruim,Regular,Bom,Regular,Bom,Regular,Bom,crime e violência
10/2024,Masculino,30-39,Branca,Médio completo,Aposentado,2–3 SM,Gávea,Zona Sul,Péssimo,Péssimo,Bom,Bom,Péssimo,Ruim,Regular,Regular,corrupção
10/2024,Masculino,30-39,Branca,Médio completo,Empregado c/ carteira,3–5 SM,Oswaldo Cruz,Zona Norte,Ruim,Péssimo,Regular,Péssimo,Ótimo,Ruim,Ruim,Péssimo,desemprego
10/2024,Masculino,50-59,Parda,Superior completo,Autônomo,3–5 SM,Galeão,Zona Norte,Regular,Regular,Bom,Regular,Bom,Bom,Bom,Ruim,crime e violência
10/2024,Masculino,16-24,Branca,Superior incompleto,Empregado s/ carteira,3–5 SM,Realengo,Zona Oeste,Bom,Bom,Péssimo,Bom,Regular,Bom,Regular,Regular,crime e violência
10/2024,Feminino,60+,Branca,Superior completo,Empregado c/ carteira,1–2 SM,Vila Valqueire,Zona Oeste,Ruim,Bom,Bom,Regular,Ruim,Bom,Regular,Regular,saúde
10/2024,Feminino,16-24,Branca,Médio completo,Empregado c/ carteira,3–5 SM,Catete,Zona Sul,Regular,Ótimo,Bom,Regular,Ruim,Regular,Regular,Bom,corrupção
10/2024,Feminino,16-24,Branca,Médio completo,Empregado c/ carteira,2–3 SM,Bento Ribeiro,Zona Norte,Ruim,Regular,Ótimo,Ruim,Bom,Bom,Regular,Ruim,crime e violência
10/2024,Masculino,30-39,Preta,Superior completo,Servidor público,3–5 SM,Cachambi,Zona Norte,Bom,Regular,Ruim,Ruim,Ruim,Ruim,Ruim,Regular,pobreza e desigualdade
10/2024,Feminino,60+,Branca,Médio completo,Autônomo,2–3 SM,Méier,Zona Norte,Bom,Ruim,Regular,Regular,Regular,Bom,Ruim,Ruim,corrupção
10/2024,Masculino,40-49,Branca,Médio completo,Empregado s/ carteira,1–2 SM,Barra De Guaratiba,Zona Oeste,Regular,Péssimo,Regular,Regular,Bom,Regular,Regular,Regular,educação
10/2024,Feminino,30-39,Preta,Médio incompleto,Autônomo,5–10 SM,Gardênia Azul,Zona Oeste,Regular,Regular,Bom,Ótimo,Ruim,Regular,Regular,Regular,crime e violência
10/2024,Feminino,60+,Parda,Fundamental completo,Servidor público,2–3 SM,São Conrado,Zona Sul,Regular,Regular,Regular,Ruim,Bom,Ruim,Péssimo,Ruim,saúde
10/2024,Masculino,30-39,Parda,Fundamental incompleto,Estudante,Até 1 SM,Recreio Dos Bandeirantes,Zona Oeste,Péssimo,Ruim,Péssimo,Bom,Regular,Péssimo,Ruim,Regular,inflação
10/2024,Feminino,50-59,Parda,Superior incompleto,Aposentado,1–2 SM,Jacarezinho,Zona Norte,Bom,Ruim,Ótimo,Ruim,Bom,Regular,Bom,Bom,crime e violência
10/2024,Masculino,16-24,Parda,Superior completo,Empregado c/ carteira,Mais de 10 SM,Estácio,Centro,Bom,Bom,Ruim,Regular,Péssimo,Bom,Péssimo,Regular,crime e violência
10/2024,Feminino,50-59,Branca,Superior incompleto,Aposentado,Até 1 SM,Copacabana,Zona Sul,Ótimo,Ruim,Regular,Regular,Ruim,Ruim,Ruim,Péssimo,rede de transportes
10/2024,Masculino,25-29,Preta,Médio completo,Aposentado,5–10 SM,Bangu,Zona Oeste,Bom,Bom,Regular,Ruim,Regular,Ruim,Regular,Péssimo,rede de transportes
10/2024,Masculino,50-59,Parda,Fundamental incompleto,Autônomo,5–10 SM,Rocinha,Zona Sul,Ruim,Regular,Ruim,Regular,Regular,Regular,Regular,Regular,inflação
10/2024,Feminino,40-49,Amarela,Médio completo,Autônomo,5–10 SM,Urca,Zona Sul,Regular,Regular,Ruim,Regular,Bom,Regular,Ótimo,Bom,crime e violência
10/2024,Feminino,60+,Parda,Médio completo,Aposentado,Mais de 10 SM,Galeão,Zona Norte,Ruim,Regular,Ruim,Regular,Regular,Ruim,Regular,Regular,pobreza e desigualdade
10/2024,Feminino,30-39,Branca,Médio completo,Empregado c/ carteira,3–5 SM,Méier,Zona Norte,Regular,Regular,Péssimo,Ruim,Bom,Péssimo,Regular,Péssimo,pobreza e desigualdade
10/2024,Feminino,40-49,Parda,Médio completo,Estudante,1–2 SM,Bento Ribeiro,Zona Norte,Bom,Bom,Péssimo,Bom,Regular,Ruim,Regular,Bom,crime e violência
10/2024,Feminino,25-29,Branca,Médio incompleto,Aposentado,3–5 SM,Curicica,Zona Oeste,Péssimo,Bom,Bom,Péssimo,Regular,Ruim,Regular,Péssimo,crime e violência
10/2024,Masculino,16-24,Branca,Médio completo,Empregado c/ carteira,2–3 SM,Cosme Velho,Zona Sul,Regular,Regular,Regular,Bom,Péssimo,Ruim,Bom,Regular,crime e violência
10/2024,Feminino,60+,Branca,Médio incompleto,Empregado c/ carteira,5–10 SM,Cidade Nova,Centro,Bom,Bom,Regular,Bom,Regular,Regular,Regular,Bom,desemprego
10/2024,Masculino,30-39,Parda,Superior incompleto,Aposentado,3–5 SM,Barros Filho,Zona Norte,Péssimo,Regular,Regular,Ruim,Regular,Ruim,Ótimo,Regular,educação
10/2024,Masculino,16-24,Branca,Fundamental incompleto,Aposentado,2–3 SM,Cidade Universitária,Zona Norte,Ruim,Bom,Péssimo,Péssimo,Bom,Regular,Regular,Péssimo,crime e violência
10/2024,Feminino,50-59,Branca,Superior incompleto,Empregado s/ carteira,3–5 SM,Paquetá,Centro,Ruim,Regular,Regular,Bom,Ruim,Regular,Ótimo,Regular,pobreza e desigualdade
10/2024,Masculino,40-49,Branca,Médio completo,Empregado s/ carteira,Mais de 10 SM,Vila Isabel,Zona Norte,Regular,Péssimo,Regular,Regular,Regular,Regular,Bom,Regular,desemprego
10/2024,Masculino,30-39,Parda,Médio completo,Autônomo,3–5 SM,Lagoa,Zona Sul,Bom,Bom,Ruim,Regular,Regular,Ruim,Regular,Péssimo,questões climáticas
10/2024,Feminino,30-39,Branca,Médio completo,Estudante,3–5 SM,Barra De Guaratiba,Zona Oeste,Ruim,Péssimo,Ruim,Ruim,Ruim,Regular,Ruim,Ruim,rede de transportes
10/2024,Masculino,16-24,Branca,Fundamental incompleto,Empregado c/ carteira,1–2 SM,Anchieta,Zona Norte,Regular,Regular,Bom,Bom,Bom,Ruim,Bom,Ótimo,corrupção
10/2024,Feminino,40-49,Branca,Superior completo,Empregado c/ carteira,1–2 SM,Vila Valqueire,Zona Oeste,Bom,Regular,Ruim,Bom,Regular,Ruim,Bom,Regular,educação
10/2024,Feminino,25-29,Branca,Fundamental incompleto,Empregado c/ carteira,5–10 SM,Laranjeiras,Zona Sul,Ótimo,Regular,Regular,Regular,Ótimo,Regular,Bom,Regular,corrupção
10/2024,Masculino,40-49,Parda,Pós-graduação,Aposentado,2–3 SM,Bancários,Zona Norte,Bom,Ótimo,Bom,Regular,Regular,Bom,Regular,Regular,crime e violência
10/2024,Feminino,16-24,Branca,Superior incompleto,Empregado c/ carteira,5–10 SM,Cidade Nova,Centro,Péssimo,Regular,Ruim,Ótimo,Péssimo,Regular,Bom,Péssimo,crime e violência
10/2024,Masculino,30-39,Branca,Médio completo,Autônomo,2–3 SM,Encantado,Zona Norte,Regular,Ruim,Ruim,Ruim,Regular,Regular,Bom,Regular,saúde
10/2024,Feminino,50-59,Branca,Médio completo,Aposentado,3–5 SM,Padre Miguel,Zona Oeste,Péssimo,Ruim,Ótimo,Regular,Ruim,Regular,Regular,Ruim,crime e violência
10/2024,Feminino,16-24,Parda,Superior completo,Estudante,2–3 SM,Jardim Botânico,Zona Sul,Ótimo,Regular,Regular,Ruim,Ruim,Péssimo,Ruim,Ruim,crime e violência
10/2024,Masculino,40-49,Branca,Médio completo,Empregado c/ carteira,1–2 SM,Laranjeiras,Zona Sul,Péssimo,Regular,Bom,Péssimo,Regular,Péssimo,Bom,Regular,inflação
10/2024,Masculino,50-59,Parda,Médio completo,Desempregado,1–2 SM,Deodoro,Zona Oeste,Bom,Bom,Péssimo,Ruim,Péssimo,Regular,Regular,Ruim,inflação
10/2024,Feminino,16-24,Preta,Sem instrução,Autônomo,3–5 SM,Copacabana,Zona Sul,Bom,Bom,Ruim,Ruim,Bom,Regular,Ruim,Bom,rede de transportes
10/2024,Feminino,30-39,Branca,Fundamental incompleto,Empregado s/ carteira,3–5 SM,Santa Teresa,Centro,Bom,Regular,Bom,Péssimo,Regular,Regular,Bom,Ruim,crime e violência
10/2024,Feminino,16-24,Branca,Médio completo,Empregado c/ carteira,2–3 SM,Urca,Zona Sul,Ótimo,Ótimo,Bom,Regular,Regular,Regular,Bom,Ruim,corrupção
10/2024,Masculino,40-49,Branca,Pós-graduação,Servidor público,2–3 SM,Olaria,Zona Norte,Bom,Regular,Bom,Bom,Regular,Bom,Bom,Péssimo,rede de transportes
10/2024,Masculino,16-24,Branca,Fundamental completo,Desempregado,Até 1 SM,Saúde,Centro,Bom,Bom,Regular,Regular,Ruim,Péssimo,Bom,Ruim,educação
10/2024,Masculino,16-24,Parda,Médio incompleto,Empregado c/ carteira,2–3 SM,Camorim,Zona Oeste,Bom,Ruim,Péssimo,Regular,Bom,Bom,Bom,Regular,pobreza e desigualdade
10/2024,Masculino,25-29,Preta,Superior incompleto,Empregado c/ carteira,2–3 SM,Sampaio,Zona Norte,Bom,Bom,Regular,Ruim,Regular,Ruim,Regular,Bom,pobreza e desigualdade
10/2024,Masculino,16-24,Branca,Fundamental completo,Empregado c/ carteira,Até 1 SM,Manguinhos,Zona Norte,Regular,Regular,Ruim,Regular,Ruim,Regular,Ruim,Ótimo,crime e violência
10/2024,Feminino,25-29,Parda,Fundamental incompleto,Autônomo,5–10 SM,Lins De Vasconcelos,Zona Norte,Bom,Regular,Péssimo,Bom,Regular,Regular,Ótimo,Regular,crime e violência
10/2024,Masculino,60+,Branca,Superior incompleto,Servidor público,3–5 SM,Maria Da Graça,Zona Norte,Regular,Ruim,Regular,Bom,Péssimo,Regular,Bom,Ruim,crime e violência
10/2024,Masculino,40-49,Preta,Fundamental completo,Estudante,3–5 SM,Encantado,Zona Norte,Bom,Ruim,Bom,Ruim,Regular,Regular,Péssimo,Regular,desemprego
10/2024,Feminino,16-24,Branca,Médio completo,Desempregado,1–2 SM,Pedra De Guaratiba,Zona Oeste,Ruim,Bom,Bom,Bom,Bom,Regular,Péssimo,Regular,saúde
10/2024,Feminino,50-59,Branca,Médio completo,Empregado s/ carteira,1–2 SM,Santa Cruz,Zona Oeste,Ruim,Ruim,Bom,Ruim,Ruim,Ruim,Regular,Ruim,corrupção
10/2024,Masculino,25-29,Branca,Médio incompleto,Estudante,5–10 SM,Parque Columbia,Zona Norte,Regular,Regular,Ótimo,Bom,Péssimo,Regular,Péssimo,Bom,questões climáticas
10/2024,Feminino,50-59,Branca,Superior incompleto,Empregado c/ carteira,1–2 SM,Magalhães Bastos,Zona Oeste,Bom,Regular,Bom,Regular,Bom,Péssimo,Ruim,Regular,desemprego
10/2024,Feminino,40-49,Branca,Médio incompleto,Empregado c/ carteira,5–10 SM,Senador Camará,Zona Oeste,Ruim,Regular,Bom,Bom,Ruim,Bom,Regular,Regular,saúde
10/2024,Feminino,40-49,Parda,Médio completo,Desempregado,Até 1 SM,Leblon,Zona Sul,Regular,Ruim,Regular,Regular,Regular,Regular,Regular,Ruim,saúde
10/2024,Feminino,50-59,Parda,Médio completo,Estudante,3–5 SM,Barra De Guaratiba,Zona Oeste,Regular,Bom,Bom,Ruim,Bom,Ruim,Regular,Regular,crime e violência
10/2024,Feminino,16-24,Preta,Médio completo,Desempregado,Até 1 SM,Andaraí,Zona Norte,Bom,Bom,Ruim,Regular,Regular,Regular,Regular,Bom,saúde
10/2024,Feminino,60+,Branca,Superior incompleto,Servidor público,5–10 SM,Colégio,Zona Norte,Regular,Bom,Regular,Regular,Ruim,Bom,Bom,Bom,corrupção
10/2024,Masculino,40-49,Branca,Fundamental completo,Autônomo,3–5 SM,Realengo,Zona Oeste,Regular,Bom,Regular,Regular,Bom,Ótimo,Péssimo,Ótimo,crime e violência
10/2024,Masculino,25-29,Amarela,Superior completo,Desempregado,Até 1 SM,Rio Comprido,Centro,Regular,Ruim,Regular,Bom,Bom,Ótimo,Ruim,Ruim,inflação
10/2024,Feminino,60+,Preta,Fundamental incompleto,Empregado c/ carteira,5–10 SM,Jardim América,Zona Norte,Regular,Ruim,Regular,Bom,Regular,Regular,Ruim,Ótimo,corrupção
10/2024,Masculino,40-49,Parda,Fundamental incompleto,Autônomo,5–10 SM,Gericinó,Zona Oeste,Regular,Ruim,Regular,Ótimo,Bom,Regular,Ruim,Regular,crime e violência
10/2024,Feminino,60+,Parda,Médio incompleto,Desempregado,1–2 SM,Laranjeiras,Zona Sul,Péssimo,Bom,Regular,Ótimo,Regular,Bom,Péssimo,Ruim,desemprego
10/2024,Feminino,30-39,Branca,Pós-graduação,Empregado c/ carteira,1–2 SM,Grajaú,Zona Norte,Ruim,Bom,Ruim,Regular,Ruim,Ruim,Regular,Ruim,crime e violência
10/2024,Masculino,50-59,Preta,Fundamental completo,Estudante,3–5 SM,Cosme Velho,Zona Sul,Ótimo,Bom,Bom,Regular,Bom,Ruim,Bom,Ruim,corrupção
10/2024,Masculino,25-29,Branca,Fundamental incompleto,Empregado s/ carteira,5–10 SM,Maracanã,Zona Norte,Ruim,Péssimo,Regular,Ruim,Ruim,Regular,Ruim,Ruim,crime e violência
10/2024,Masculino,30-39,Parda,Médio completo,Aposentado,2–3 SM,Grajaú,Zona Norte,Regular,Regular,Péssimo,Bom,Bom,Bom,Regular,Ótimo,crime e violência
10/2024,Masculino,16-24,Branca,Superior completo,Autônomo,Até 1 SM,Vigário Geral,Zona Norte,Bom,Regular,Regular,Bom,Ruim,Péssimo,Bom,Bom,saúde
10/2024,Feminino,30-39,Branca,Superior completo,Empregado s/ carteira,3–5 SM,Taquara,Zona Oeste,Regular,Ruim,Bom,Péssimo,Bom,Ruim,Bom,Regular,corrupção
10/2024,Feminino,30-39,Parda,Superior incompleto,Empregado c/ carteira,1–2 SM,Santa Teresa,Centro,Ruim,Regular,Regular,Bom,Ótimo,Bom,Regular,Bom,crime e violência
10/2024,Feminino,30-39,Parda,Fundamental completo,Autônomo,Até 1 SM,Botafogo,Zona Sul,Regular,Regular,Bom,Bom,Ruim,Péssimo,Ótimo,Bom,corrupção
10/2024,Feminino,60+,Parda,Superior completo,Empregado c/ carteira,5–10 SM,Flamengo,Zona Sul,Regular,Bom,Ruim,Regular,Bom,Bom,Ruim,Bom,corrupção
10/2024,Feminino,16-24,Branca,Médio completo,Estudante,2–3 SM,Paciência,Zona Oeste,Bom,Bom,Regular,Bom,Ruim,Bom,Ruim,Bom,pobreza e desigualdade
10/2024,Feminino,30-39,Branca,Superior completo,Empregado c/ carteira,3–5 SM,Sepetiba,Zona Oeste,Ótimo,Regular,Regular,Bom,Ruim,Regular,Regular,Ótimo,inflação
10/2024,Masculino,40-49,Parda,Fundamental incompleto,Empregado c/ carteira,3–5 SM,Flamengo,Zona Sul,Regular,Ruim,Bom,Regular,Péssimo,Regular,Regular,Ruim,desemprego
10/2024,Feminino,50-59,Parda,Fundamental completo,Empregado c/ carteira,3–5 SM,Flamengo,Zona Sul,Regular,Péssimo,Bom,Regular,Ótimo,Ruim,Bom,Ruim,rede de transportes
10/2024,Feminino,30-39,Branca,Fundamental completo,Autônomo,1–2 SM,Freguesia (Jacarepaguá),Zona Oeste,Regular,Bom,Regular,Ruim,Bom,Bom,Ruim,Péssimo,saúde
10/2024,Masculino,30-39,Parda,Fundamental incompleto,Autônomo,1–2 SM,Vargem Pequena,Zona Oeste,Regular,Ruim,Ruim,Ruim,Regular,Regular,Bom,Péssimo,desemprego
10/2024,Masculino,16-24,Parda,Médio completo,Empregado c/ carteira,Até 1 SM,Anil,Zona Oeste,Regular,Bom,Ruim,Regular,Regular,Bom,Regular,Ruim,corrupção
10/2024,Masculino,30-39,Branca,Superior incompleto,Empregado c/ carteira,Até 1 SM,Magalhães Bastos,Zona Oeste,Bom,Péssimo,Bom,Ótimo,Ruim,Bom,Regular,Ruim,educação
10/2024,Feminino,30-39,Amarela,Médio completo,Desempregado,5–10 SM,Galeão,Zona Norte,Bom,Regular,Regular,Regular,Ruim,Péssimo,Bom,Péssimo,corrupção
10/2024,Masculino,16-24,Branca,Superior completo,Empregado c/ carteira,3–5 SM,Del Castilho,Zona Norte,Regular,Ruim,Péssimo,Regular,Ruim,Regular,Bom,Ruim,corrupção
10/2024,Feminino,30-39,Branca,Fundamental completo,Empregado s/ carteira,3–5 SM,Turiaçu,Zona Norte,Regular,Ruim,Regular,Péssimo,Regular,Regular,Regular,Ruim,educação
10/2024,Feminino,30-39,Parda,Sem instrução,Empregado c/ carteira,5–10 SM,Cosme Velho,Zona Sul,Ruim,Ruim,Péssimo,Bom,Bom,Regular,Regular,Regular,rede de transportes
10/2024,Feminino,30-39,Parda,Médio completo,Aposentado,5–10 SM,Jardim Sulacap,Zona Oeste,Regular,Ruim,Bom,Ruim,Péssimo,Bom,Ótimo,Bom,crime e violência
10/2024,Feminino,30-39,Branca,Médio completo,Estudante,2–3 SM,Grajaú,Zona Norte,Regular,Regular,Bom,Péssimo,Bom,Péssimo,Bom,Ótimo,crime e violência
10/2024,Feminino,25-29,Parda,Médio completo,Desempregado,1–2 SM,Penha,Zona Norte,Regular,Regular,Bom,Bom,Bom,Ótimo,Regular,Péssimo,rede de transportes
10/2024,Feminino,30-39,Branca,Superior incompleto,Empregado c/ carteira,3–5 SM,Inhoaíba,Zona Oeste,Ruim,Regular,Bom,Bom,Regular,Regular,Bom,Regular,pobreza e desigualdade
10/2024,Masculino,25-29,Parda,Superior incompleto,Servidor público,Até 1 SM,Vista Alegre,Zona Norte,Regular,Ruim,Regular,Regular,Regular,Ruim,Regular,Péssimo,saúde
10/2024,Feminino,40-49,Branca,Superior completo,Estudante,2–3 SM,Itanhangá,Zona Oeste,Ruim,Ótimo,Ruim,Regular,Ruim,Péssimo,Ruim,Regular,crime e violência
10/2024,Feminino,30-39,Parda,Médio completo,Empresário,5–10 SM,Parada De Lucas,Zona Norte,Bom,Ruim,Regular,Bom,Péssimo,Regular,Regular,Ruim,pobreza e desigualdade
10/2024,Feminino,25-29,Parda,Superior completo,Empregado c/ carteira,3–5 SM,Rocha Miranda,Zona Norte,Regular,Péssimo,Regular,Regular,Regular,Regular,Bom,Bom,pobreza e desigualdade
10/2024,Masculino,16-24,Amarela,Médio completo,Empregado c/ carteira,3–5 SM,Rocinha,Zona Sul,Ruim,Bom,Bom,Ruim,Ruim,Regular,Regular,Regular,rede de transportes
10/2024,Masculino,50-59,Branca,Médio incompleto,Empregado c/ carteira,5–10 SM,Senador Vasconcelos,Zona Oeste,Péssimo,Regular,Péssimo,Regular,Péssimo,Bom,Péssimo,Regular,crime e violência
10/2024,Masculino,50-59,Parda,Fundamental incompleto,Empregado c/ carteira,5–10 SM,Senador Vasconcelos,Zona Oeste,Bom,Regular,Bom,Péssimo,Ruim,Bom,Péssimo,Regular,crime e violência
10/2024,Feminino,30-39,Branca,Pós-graduação,Empregado c/ carteira,2–3 SM,Padre Miguel,Zona Oeste,Regular,Ruim,Ruim,Regular,Bom,Regular,Regular,Bom,saúde
10/2024,Masculino,25-29,Preta,Médio completo,Estudante,1–2 SM,Urca,Zona Sul,Ruim,Regular,Bom,Bom,Ruim,Regular,Bom,Regular,corrupção
10/2024,Masculino,40-49,Branca,Superior completo,Estudante,2–3 SM,Flamengo,Zona Sul,Ruim,Bom,Regular,Ruim,Ruim,Regular,Bom,Ruim,desemprego
10/2024,Masculino,40-49,Preta,Sem instrução,Empregado c/ carteira,2–3 SM,Cidade Universitária,Zona Norte,Péssimo,Ótimo,Bom,Regular,Ruim,Regular,Ruim,Regular,crime e violência
10/2024,Masculino,30-39,Branca,Fundamental incompleto,Empregado c/ carteira,1–2 SM,Copacabana,Zona Sul,Regular,Bom,Péssimo,Regular,Regular,Bom,Regular,Ruim,pobreza e desigualdade
10/2024,Masculino,40-49,Preta,Médio completo,Estudante,5–10 SM,Acari,Zona Norte,Regular,Bom,Regular,Regular,Regular,Ruim,Ruim,Regular,rede de transportes
10/2024,Masculino,60+,Parda,Fundamental completo,Autônomo,3–5 SM,Vila Militar,Zona Oeste,Ruim,Bom,Regular,Bom,Bom,Péssimo,Ótimo,Péssimo,rede de transportes
10/2024,Feminino,16-24,Parda,Superior completo,Autônomo,5–10 SM,Cidade Universitária,Zona Norte,Ruim,Regular,Bom,Regular,Bom,Ruim,Ruim,Ótimo,saúde
10/2024,Masculino,60+,Branca,Fundamental completo,Autônomo,3–5 SM,São Conrado,Zona Sul,Regular,Ruim,Regular,Regular,Péssimo,Péssimo,Ruim,Regular,saúde
10/2024,Masculino,30-39,Branca,Superior completo,Autônomo,3–5 SM,Gávea,Zona Sul,Bom,Péssimo,Bom,Regular,Bom,Regular,Bom,Regular,saúde
10/2024,Feminino,30-39,Parda,Fundamental completo,Empregado c/ carteira,1–2 SM,Zumbi,Zona Norte,Ruim,Péssimo,Bom,Bom,Bom,Ótimo,Bom,Ótimo,corrupção
